rid,label,conference_name
2778,r75,proceedings 25th acm symposium on theory of computing
2779,r75,in proc 25th annu acm sympos theory comput stoc
2780,r75,preliminary version in proc of stoc
2781,r75,proc stoc
2782,r75,proc 25th annual acm symp on theory of computing
2783,r75,25th acm sym on theory of computation
2784,r75,in acm symposium on theory of computing
2785,r75,in proc of the 25th acm symp on theory of computing
2786,r75,proc 25th acm symp on theory of computing
2787,r75,in 25th stoc
2788,r75,in proceedings of the acm symposium on theory of computing
2789,r75,preliminary version in proc of stoc
2790,r75,proc 25th annual acm symp on theory of computing
2791,r75,in proceedings of the 25th acm symposium on theory of computing
2792,r75,proceedings of the twenty fifth annual acm symposium on theory of computing
2793,r75,proceedings of the twenty fifth annual symposium on the theory of computing acm
2794,r75,25th stoc
2795,r75,in 25th stoc
2796,r75,in proceedings of the twenty fifth annual acm symposium on theory of computing
2797,r75,stoc
2798,r75,in proceedings of the 25th annual acm symposium on theory of computing
2799,r75,prelim version in stoc
2800,r75,proceedings of the 25th annual acm symposium on theory of computing
2801,r75,preliminary version in proc of stoc
2802,r75,proc 25th annual acm symposium on theory of computing
2803,r75,in proceedings of the 25th annual acm symposium on theory of computing
2804,r75,in proceedings of the 25th acm symposium on theory of computing
2805,r75,in proceedings of the acm symposium on theory of computing
2806,r75,proc acm symp theory of computing
2807,r75,proceedings of the 25th annual symposium on theory of computing
2808,r75,proc of the 25th acm symposium on the theory of computing
2809,r75,in proceeding of twenty fifth annual acm symposium on theory of computation stoc
2810,r75,in 25th acm symp theory comput stoc
2811,r75,25th annual acm symposium on theory of computing
2812,r75,in journal of the association for computing machinery
2813,r75,in proc of the 25th acm symp on theory of computing
2814,r75,proc 25th annual acm symposium on theory of computing
2815,r75,preliminary version in proc of stoc
2816,r75,proc 25 th stoc
2817,r75,proceedings of the 25th annual acm symposium on theory of computing
2818,r75,proceedings of the 25th annual acm symposium on the theory of computing acm
2819,r75,in proceedings of the 25th annual acm symposium on theory of computing
2820,r75,proceedings of 25th acm symposium on theory of computing
2821,r75,preliminary version in proc of stoc
2822,r75,proc 25 st acm symposium on the theory of computing
2823,r75,in proc 25th stoc acm
2824,r75,in 25th acm symposium on theory of computing stoc 93
2825,r75,proceedings of the twenty fifth annual symposium on the theory of computing acm
2826,r75,in acm symposium on theory of computing
2827,r75,in proceedings of the 25th annual acm symposium on theory of computing
2828,r75,proc 25th acm symp on theory of computing
2829,r75,proc 25th stoc
2830,r75,proceedings of the 25 th acm symposium on theory of computing
2831,r75,prelim version in 25th stoc
2832,r75,in proc 25th acm symp theory comp
2833,r75,in proceedings of the twenty fifth annual acm symposium on theory of computing
2834,r75,in proceedings of the 25th annual acm symposium on theory of computing
2835,r75,in proc 25th acm symp on theory of computing
2836,r75,in proceedings of the twenty fifth annual acm symposium on theory of computing
2837,r75,in proceedings of the twenty fifth annual acm symposium on theory of computing
2838,r75,proceedings of the twenty fifth annual symposium on the theory of computing acm
2839,r75,in 25th stoc
2840,r75,in proceeding of twenty fifth annual acm symposium on theory of computation stoc
2841,r75,in proc of 25th ann acm symposium on theory of computation acm
2842,r75,in proceedings of the 25th acm symposium on theory of computing
2843,r75,proceedings of the 25th annual acm symposium on the theory of computing acm
2844,r75,in proceedings of the acm symposium on theory of computing
2845,r75,proc 25th acm symp on theory of computing
2846,r75,preliminary version in proc of stoc
2847,r75,in 25th acm symp theory comput stoc
2848,r75,in proceedings of the 25th annual acm symposium on the theory of computing
2849,r75,preliminary version in proc of stoc
2850,r75,in proceedings of the 25th annual acm symposium on theory of computing
2851,r75,in 25th stoc
2852,r75,preliminary version in proc of stoc
2853,r75,in proceedings of the twentyfifth annual acm symposium on theory of computing
2854,r75,proceedings of the 25th acm symposium on the theory of computing
2855,r75,in proceedings of the twenty fth annual acm symposium on theory of computing
2856,r75,acm stoc
2857,r75,stoc
2858,r75,proceedings of 25th acm symposium on theory of computing
2859,r75,in proceedings of the twenty fth annual acm symposium on theory of computing
2860,r75,in proc 25th annu acm symp theory comput
2861,r75,25th acm stoc
2862,r75,prelim version in stoc
2863,r75,proc 25th annual acm symp on theory of computing stoc
2864,r75,in proceedings of the 25th acm symposium on theory of computing
2865,r75,in proceedings of the 25 th acm symposium on theory of computing
2866,r76,bull imag syst emes and inria
2867,r76,bull imag syst emes and inria
2868,r76,in proceedings of the 4th international conference on extending database technology
2869,r76,proceedings of the fourth international conference on extending database technology
2870,r76,in proc fourth international conference on extending database technology
2871,r76,proceedings of the fourth international conference on extending database technology
2872,r76,in proceedings of the fourth international conference on extending database technology
2873,r76,in proc fourth international conference on extending database technology
2874,r76,in proceedings of the fourth international conference on extending database technology
2875,r76,proceedings of the 4th international conference on extending database technology
2876,r76,in proc fourth international conferenceon extending database technology
2877,r76,in proceedings of the fourth international conference on extending database technology
2878,r76,in proceedings of the fourth international conference on extending database technology
2879,r76,in proceedings fourth international conference on extending database technology
2880,r76,in proceedings of the 4 th international conference on extending database technology
2881,r76,proc 4th int conf on extending database technology
2882,r76,in proceedings of the 4 th international conference on extending database technology
2883,r76,proc 4th int conf on extending database technology
2884,r76,proc 4th int conf on extending database technology
2885,r76,in proceedings of the fourth international conference on extending database technology
2886,r76,in proceedings fourth international conference on extending database technology
2887,r76,in proc fourth international conference on extending database technology
2888,r76,in proceedings of the 4th international conference on extending database technology
2889,r76,in fourth international conference on extending database technology
2890,r76,proceedings of the fourth international conference on extending database technology
2891,r76,in fourth international conference on extending database technology
2892,r76,proc 4th int conf on extending database technology
2893,r76,in proc fourth international conference on extending database technology
2894,r76,proc 4th int conf on extending database technology
2895,r76,proceedings of the 4th international conference on extending database technology
2896,r76,in fourth international conference on extending database technology
2897,r76,proceedings of the fourth international conference on extending database technology
2898,r76,in fourth international conference on extending database technology
2899,r76,in proceedings of the 4th international conference on extending database technology
2900,r77,in proceedings of 1st int conf on audio and video based biometric person authentication
2901,r77,lecture notes in computer science proceedings of avbpa
2902,r77,lecture notes in computer science 1206 proceedings of 1st international conference on audio and videobased biometric person authentication
2903,r77,proc int l conf audio and video based biometric person authentication
2904,r77,in first int conf avbpa
2905,r77,in avbpa
2906,r77,in lecture notes in computer science proc avbpa
2907,r77,proceedings of 1st international conference on audio and video based biometric person authentication avbpa
2908,r77,avbpa
2909,r78,in proceedings of the ninth national conference on artificial intelligence
2910,r78,in proc 9th conf aaai
2911,r78,in proceedings of the ninth national conference on artificial intelligence
2912,r78,in proceedings of the ninth national conference on artifici al intelligence
2913,r78,proc the 9 th national conf on ai
2914,r78,in proceedings of the 9th national conference of the american association for artificial intelligence
2915,r78,in proc 9th nat conf
2916,r78,in proceedings of the ninth national conference on artificial intelligence
2917,r78,in proceedings of the 9th national conference of the american association for artificial intelligence
2918,r78,proceedings of the 9th national conference on artificial intelligence aaai
2919,r78,in proc 9th nat conf ai
2920,r78,in proceedings of ninth national conference on ai
2921,r78,in proceedings of the ninth national conference on artificial intelligence
2922,r78,in proc 9th nat conf ai
2923,r78,proceedings of the ninth national conference on artificial intelligence
2924,r78,aaai
2925,r78,in proc 9th conf aaai
2926,r78,in proceedings of the ninth national conferenceonarti cial intelligence
2927,r78,in proceedings of the ninth national conference on artificial intelligence
2928,r78,in proc aaai
2929,r78,in proc aaai
2930,r79,in proceedings of the 23rd acm symposium on theory of computing
2931,r79,proceedings of the 23rd annual acm symposium on theory of computing stoc
2932,r79,23rd stoc
2933,r79,proc 23rd acm symposium on theory of computing
2934,r79,in 23rd stoc
2935,r79,23rd stoc
2936,r79,in 23rd stoc
2937,r79,in proc 23rd stoc
2938,r79,in proc 23rd stoc
2939,r79,proc 23rd acm symposium on theory of computing
2940,r79,proc 23rd acm symposium on theory of computing
2941,r79,in proc 23rd stoc
2942,r79,in proceedings of 23rd symposium on theory of computing
2943,r79,in proc 23rd acm symposium on theory of computing
2944,r79,in proc 23rd annual acm symp on the theory of computing
2945,r79,proc 23rd acm symposium on theory of computing
2946,r79,in proceedings of 23rd symposium on theory of computing
2947,r79,proc 23rd acm symposium on theory of computing
2948,r79,in 23rd stoc
2949,r80,in proceedings of the 15th acm symposium on principles of distributed computing
2950,r80,in proc 15th acm symp on principles of distributed computing
2951,r80,in proceedings of the 15th acm symposium on principles of distributed computing
2952,r80,in proceedings of the 15th annual acm symposium on principles of distributed computing podc
2953,r80,in proceedings of the 15th acm symposium on principles of distributed computing
2954,r80,in proceedings of the 15th acm symposium on principles of distributed computing
2955,r80,in proceedings of the 15th acm symposium on principles of distributed computing
2956,r80,in proceedings of the 15th acm symposium on principles of distributed computing
2957,r80,in proceedings of the 15th acm symposium on principles of distributed computing
2958,r80,in 15th acm symposium on principles of distributed computing
2959,r80,in proceedings of 15th annual acm symposium on principles of distributed computing podc
2960,r80,in proceedings of the 15th acm symposium on principles of distributed computing
2961,r80,in proc 15th symp on principles of distributed computing podc
2962,r80,in proceedings of the 15th acm symposium on principles of distributed computing
2963,r80,in proceedings of the 15th acm symposium on principles of distributed computing
2964,r80,in proceedings of the 15th acm symposium on principles of distributed computing
2965,r80,in proceedings of the 15th acm symposium on principles of distributed computing
2966,r80,in proceedings of the 15th acm symposium on principles of distributed computing
2967,r80,in proceedings of the 15th annual acm symposium on principles of distributed computing podc
2968,r80,in proceedings of the 15th acm symposium on principles of distributed computing
2969,r80,in proceedings of the 15th acm symposium on principles of distributed computing
2970,r80,in proceedings of the 15th acm symposium on principles of distributed computing
2971,r80,in proceedings of the 15th acm podc
2972,r80,in proceedings of the 15th acm symposium on principles of distributed computing
2973,r80,in proceedings of the 15th annual acm symposium on principles of distributed computing podc
2974,r81,in proc 15th popl
2975,r81,in proceedings of the fifteenth annual acm symposium on the principles of programming languages
2976,r81,in proceedings of the sigplan 88 conference on programming language design and implementation
2977,r81,in proc 15th annual acm symp principles of programming languages
2978,r81,in conference record of the 15th annual acm symposium on principles of programming languages
2979,r81,in proc of the fifteenth annual acm symposium on principles of programming languages
2980,r81,in proc 15th popl
2981,r81,proceedings of the fifteenth annual acm sigact sigplan symposium on principles of programming languages
2982,r81,procs of the 15th annual acm symp on principles of prog langs
2983,r81,in proc 15th ann acm symp on principles of programming languages popl
2984,r81,in conference record of the fifteenth acm symposium on principles of programming languages
2985,r81,in proc 15th annual acm symp principles of programming languages
2986,r81,in proceedings of the fifteenth annual acm sigact sigplan symposium on principles of programming languages
2987,r81,in conference record of the 15th annual acm symposium on principles of programming languages
2988,r81,in proceedings of the sigplan 88 conference on programming language design and implementation
2989,r81,in proc 15th annual acm symp principles of programming languages
2990,r81,in proc 15th annual acm symp principles of programming languages
2991,r81,in 15th acm popl symp
2992,r81,in proceedings of the fifteenth annual acm symposium on the principles of programming languages
2993,r81,in conference record of the fifteenth acm symposium on the principles of programming languages
2994,r81,in fifteenth annual acm symposium on principles of programming languages
2995,r81,in popl
2996,r81,in 15th acm popl symp
2997,r81,in 15th annual acm symposium on principles of programming languages
2998,r81,in popl
2999,r81,in proc 15th ann acm sigact sigplan symp principles of programming languages
3000,r81,in conference record of the fifteenth acm symposium on the principles of programming languages
3001,r81,in proc 15th annual acm symp principles of programming languages
3002,r81,in 15th annual acm symp principles of programming languages
3003,r81,in proc 15th annual acm symposium on principles of programming languages
3004,r81,in conference record of the fifteenth acm symposium on the principles of programming languages
3005,r81,conference record of the 15th annual acm symposium on principles of programming languages
3006,r81,in proceedings of the fifteenth annual acm symposium on the principles of programming languages
3007,r81,in proc 15th annual acm symp on principles of programming languages
3008,r81,in conference record of the fifteenth annual acm symposium on principles of programming languages
3009,r81,in conference record of the 15th annual acm symposium on principles of programming languages
3010,r81,in 15th symposium on principles of programming languages popl xv
3011,r81,in conference record of the 15th annual acm symposium on principles of programming languages
3012,r81,in 15th symposium on principles of programming languages popl xv
3013,r81,in proc 15th annual acm sigact sigplan symposium on principles of programming languages
3014,r81,in conference record of fifteenth acm symposium on principles of programming languages
3015,r81,in proceedings of the fifteenth annual acm symposium on the principles of programming languages
3016,r81,proc 15th annual acm symp principles of programming languages
3017,r81,in 15th annual acm symposium on principles of programming languages
3018,r81,in 15th acm symposium on principles of programming languages
3019,r81,proc 15th annual acm symp principles of programming languages
3020,r81,in proc 15th annual acm symp principles of programming languages
3021,r81,in proceedings of the 15th ann acm sigact sigplan symp principles of programming languages
3022,r81,in proc 15th annual acm sigact sigplan symposium on principles of programming languages
3023,r81,in proceedings of the 15th ann acm sigact sigplan symp principles of programming languages
3024,r81,in proc 15th annual acm symp principles of prog languages
3025,r81,in 15th symposium on principles of programming languages popl xv
3026,r81,in proceedings of the fifteenth annual acm symposium on the principles of programming languages acm
3027,r81,in acm symp on principles of programming languages popl
3028,r81,in conference record of the 15th acm symposium on principles of programming languages
3029,r81,proc of acm sigplan symposi on principles of programming languages
3030,r81,in proc 15th annual acm symposium on principles of programming languages
3031,r81,in proceedings of the 15th annual acm symposium on principles of programming languages
3032,r81,in proceedings of the 15th annual acm sigplan symposium on priniciples of programming languages
3033,r81,in proceedings of the fifteenth annual acm symposium on principles of programming languages
3034,r81,in conferencerecord of the 15th annual acm symposium on principles of programming languages
3035,r81,proc 15th annual acm symp principles of programming languages
3036,r81,in proceedings of the 15th annual acm sigplan symposium on principles of programming languages
3037,r81,in proc 15th annual acm symp principles of programming languages
3038,r81,in conference record of fifteenth acm symposium on principles of programming languages
3039,r81,in proc 15th annual acm symp principles of programming languages
3040,r81,in proceedings of the fifteenth annual acm symposium on the principles of programming languages
3041,r81,in proceedings of the 15th annual acm symposium on the principles of programming languages
3042,r81,in conference record of the 15th annual acm symposium on principles of programming languages
3043,r81,in proceedings of the fifteenth annual acm symposium on the principles of programming languages acm
3044,r81,conference record of fifteenth acm symposium on principles of programming languages
3045,r81,in proc 15th annual acm symp principles of programming languages
3046,r81,in conference record of the 15th annual acm symposium on principles of programming languages
3047,r81,in proc 15th annual acm symp principles of prog languages
3048,r81,in acm symposium on principles of programming languages
3049,r81,in proceedings of the fifteenth annual acm sigact sigplan symposium on principles of programming languages
3050,r81,in proc 15th annual acm symposium on principles of programming languages
3051,r81,proc 15th annual acm symp principles of programming languages
3052,r81,in conference record of the 15th annual acm symposium on principles of programming languages
3053,r81,proceedings of the fifteenth annual acm sigact sigplan symposium on principles of programming languages
3054,r81,in proceedings of the fifteenth annual acm symposium on the principles of programming languages
3055,r81,in 15th symposium on principles of programming languages popl xv
3056,r81,proc 15th annual acm symp principles of programming languages
3057,r81,proc 15th annual acm symp principles of programming languages
3058,r81,in proc 15th annual acm symp principles of programming languages
3059,r81,proceedings of the fifteenth annual acm sigact sigplan symposium on principles of programming languages
3060,r81,proceedings of the fifteenth annual acm sigact sigplan symposium on principles of programming languages
3061,r81,proc 15th ann acm sigact sigplan symp principles of programming languages
3062,r81,in proceedings of the fifteenth annual acm symposium on the principles of programming languages
3063,r81,in proc 15th annual acm symposium on principles of programming languages
3064,r81,in proc 15th annual acm symp principles of programming languages
3065,r81,in conference record of the 15 th annual acm sigplan sigact symposium on principles of programming languages
3066,r81,in proceedings of the 15th annual acm sigplan symposium on priniciples of programming languages
3067,r81,in conference record of the 15th acm symposium on principles of programming languages
3068,r81,in proc 15th annual acm symp principles of programming languages
3069,r81,in proc 15th annual acm symp principles of programming languages
3070,r81,in proc 15th annual acm symp principles of programming languages
3071,r81,in 15th symposium on principles of programming languages popl xv
3072,r81,in proc 15th annual acm symp principles of prog languages
3073,r81,in proceedings of the sigplan 88 conference on programming language design and implementation
3074,r81,in proc 15th annual acm symp principles of programming languages
3075,r81,proceedings of the fifteenth annual acm sigact sigplan symposium on principles of programming languages
3076,r81,in conference record of the 15th acm symposium on principles of programming languages
3077,r81,in conference record of the 15th annual acm symposium on principles of programming languages
3078,r81,in proc 15th annual acm symp principles of programming languages
3079,r81,in proc of the 15th annual acm symposium on principles of programming languages
3080,r81,in conference record of the 15th annual acm symposium on principles of programming languages
3081,r81,in proc 15th annual acm symp principles of prog languages
3082,r81,in proceedings of the fifteenth annual acm symposium on the principles of programming languages acm
3083,r81,in proc 15th annual acm symp principles of programming languages
3084,r81,in 15th acm popl symp
3085,r81,in proc 15th annual acm symp principles of programming languages
3086,r81,in proc 15th annual acm symp principles of programming languages
3087,r81,acm symposium on principles of programming languages
3088,r81,in conference record of the fifteenth acm symposium on the principles of programming languages
3089,r81,in proceedings of the fifteenth annual acm sigact sigplan symposium on principles of programming languages
3090,r81,in proceedings of the 15th annual acm sigplan symposium on priniciples of programming languages
3091,r81,in proceedings of the fifteenth annual acm symp on principles of programming languages
3092,r81,in proc 15th annual acm symp principles of programming languages
3093,r81,in proceedings of the fifteenth annual acm symposium on the principles of programming languages
3094,r81,in proceedings of the fifteenth annual acm symposium on the principles of programming languages
3095,r81,in proc 15th popl
3096,r81,in proceedings of the 15th acm symposium on principles of programming languages
3097,r81,in 15th symposium on principles of programming languages popl xv
3098,r81,proc 15th ann acm sigact sigplan symp principles of programming languages
3099,r81,proc 15th annual acm symp principles of programming languages
3100,r81,in proc 15th popl
3101,r81,proceedings of the fifteenth annual acm sigact sigplan symposium on principles of programming languages
3102,r81,in proceedings of the fifteenth annual acm sigact sigplan symposium on principles of programming languages
3103,r82,in proceedings of the 21st international conference on very large data bases
3104,r82,in proceedings of vldb
3105,r82,in proceedings of the eighth international conference on very large databases vldb
3106,r82,in proc of vldb
3107,r82,in vldb
3108,r82,proc of the 21st int conf on very large databases
3109,r82,in proceedings of the eighth international conference on very large databases vldb
3110,r82,in proc 21st international conf on very large data bases
3111,r82,in proceedings of the eighth international conference on very large databases vldb
3112,r82,in proc 21st international conf on very large data bases
3113,r82,in proc 21st international conference on very large data bases zurich
3114,r82,in proc of vldb
3115,r82,proc of vldb
3116,r82,in proc 21st international conf on very large data bases
3117,r82,in proceedings of the eighth international conferenceonvery large databases vldb
3118,r82,in proc vldb
3119,r82,in proc of vldb
3120,r82,in proc of vldb
3121,r82,in proc 21st international conf on very large data bases
3122,r82,in proc of the 1995 intl conf on very large data bases
3123,r82,in proc of vldb
3124,r82,in proc of vldb
3125,r82,in proceedings of the 21st international vldb conference
3126,r82,in proc 21st international conference on very large data bases zurich
3127,r82,proc of the 21 st vldb conference
3128,r82,in proc 21st international conf on very large data bases
3129,r82,in proc 7th acm symp on principles of database systems
3130,r82,proc of the 21st int conf on very large databases
3131,r82,in proc of the 1995 intl conf on very large data bases
3132,r82,in proc 21st international conf on very large data bases
3133,r82,in proc 21st international conf on very large data bases
3134,r82,in proc 7th acm symp on principles of database systems
3135,r82,in proc 21st international conf on very large data bases
3136,r82,proc of the 21st int conf on very large databases
3137,r82,in proc 21st international conf on very large data bases
3138,r82,in proc 7th acm symp on principles of database systems
3139,r82,proc of the 21st int vldb conf
3140,r82,in proc 21st international conf on very large data bases
3141,r82,in proc 7th acm symp on principles of database systems
3142,r82,in proc of vldb
3143,r82,in proc of the eighth international conference on very large databases vldb
3144,r82,21th vldb conference
3145,r82,in proceedings of the international conference on vldb
3146,r82,in proc 21st international conference on very large data bases
3147,r82,in proc 21st international conf on very large data bases
3148,r82,in proc 21st international conf on very large data bases
3149,r82,in proceedings of the 21 st vldb conference
3150,r82,in proc 21st international conf on very large data bases
3151,r82,in proc 7th acm symp on principles of database systems
3152,r82,proc 21st international conf on very large data bases
3153,r82,in proc 21st international conferenceonvery large data bases zurich
3154,r82,proceedings of the 21 st conference on very large databases
3155,r82,in proc of the 1995 intl conf on very large data bases
3156,r82,in vldb
3157,r82,in proc 21st international conf on very large data bases
3158,r82,in proceedings of the eighth international conference on very large databases vldb
3159,r82,in proc of vldb conf
3160,r82,proceedings of vldb
3161,r82,in proc of vldb
3162,r82,in proceedings of the 21st international vldb conference
3163,r82,in proceedings of the eighth international conference on very large databases vldb
3164,r82,in proceedings of the eighth international conference on very large databases vldb
3165,r82,in proc 21st international conf on very large data bases
3166,r82,in vldb
3167,r82,in proceedings of the eighth international conference on very large databases vldb
3168,r82,in vldb
3169,r82,proc of vldb
3170,r82,in proc 21st intl conf on very large data bases
3171,r82,in proceedings of the 21st international conference on very large databases
3172,r82,in proc ofvldb
3173,r82,in proc 21st international conference on very large data bases
3174,r82,in vldb
3175,r82,in proceedings of vldb
3176,r82,in proc of the 1995 intl conf on very large data bases
3177,r82,in proc of vldb
3178,r82,proc of the 21st int vldb conf
3179,r82,in proc 21st international conf on very large data bases
3180,r82,in proc acm sigmod international conf on management of data
3181,r82,in proc 7th acm symp on principles of database systems
3182,r82,in proc acm sigmod international conf on management of data
3183,r82,in proceedings of the 21st vldb conference
3184,r83,in proceedings of international workshop on object oriented database systems
3185,r83,proc int wkshp on object oriented database systems
3186,r83,proceedings of the
3187,r83,international workshop on object oriented database system
3188,r83,in proceedings of international workshop on object oriented database systems
3189,r83,in proceedings of international workshop on object oriented database systems
3190,r83,int workshop on object oriented database systems
3191,r83,proceedings of the
3192,r83,international workshop on object oriented database system
3193,r83,in
3194,r83,international workshop on object oriented database systems
3195,r84,in proceedings of sigmod
3196,r84,in proceedings of sigmod
3197,r84,in proceedings of sigmod
3198,r84,in proceedings of the 1997 acm international conference on management of data
3199,r84,in 1997 acm sigmod
3200,r84,in proceedings of sigmod
3201,r84,proc of acm sigmod intl conf of management of data
3202,r84,in proceedings of sigmod
3203,r84,in proceedings of the 1997 acm international conference on management of data
3204,r84,in proceedings of the 1997 acm international conference on management of data
3205,r84,in proceedings of the acm sigmod
3206,r84,in proceedings of sigmod
3207,r84,in proceedings of sigmod
3208,r84,in proceedings of the 1997 acm international conference on management of data
3209,r84,in proceedings of sigmod
3210,r84,in proc acm sigmod int conf management of data tucson
3211,r84,in proceedings of the acm sigmod international conference on management of data
3212,r84,in proceedings of sigmod
3213,r84,in proceedings of sigmod
3214,r84,in proc of sigmod
3215,r84,in proceedings of acm sigmod international conference on management of data
3216,r84,in proceedings of sigmod
3217,r84,in proceedings of sigmod
3218,r84,in proc acm sigmod intl conf management of data
3219,r84,in proceedings of sigmod
3220,r84,in proc acm sigmod intl conf management of data
3221,r84,in proc acm sigmod intl conf management of data
3222,r84,in proceedings of sigmod
3223,r84,in proceedings of sigmod
3224,r84,in proceedings of the acm sigmod conference
3225,r84,proc acm sigmod int conf on the management of data
3226,r84,in sigmod
3227,r84,in proceedings of sigmod
3228,r84,in proceedings of the acm sigmod
3229,r84,in proceedings of sigmod
3230,r84,in proceedings of sigmod
3231,r84,in proceedings of acm sigmod international conference on management of data
3232,r84,sigmod conference
3233,r84,in proceedings of sigmod
3234,r84,in proceedings of acm sigmod international conference on management of data
3235,r84,in proc acm sigmod intl conf management of data
3236,r84,in sigmod
3237,r84,in proceedings of sigmod
3238,r84,in proc of sigmod
3239,r84,in proceedings of sigmod
3240,r84,in proceedings of acm sigmod international conference on management of data
3241,r84,in proceedings of sigmod
3242,r84,in proc of sigmod
3243,r84,in proc of sigmod
3244,r84,in proceedings of sigmod
3245,r84,in sigmod
3246,r84,in proceedings of sigmod
3247,r84,in sigmod
3248,r84,in proceedings of sigmod
3249,r84,in proceedings of sigmod
3250,r84,in proceedings of sigmod
3251,r85,agent mediated electronic commerce ijcai workshop
3252,r85,in proceedings of the sixteenth international joint conference on artificial intelligence
3253,r85,proceedings of the international joint conference on artificial intelligence
3254,r85,in proceedings of sixteenth international joint conference on artificial intelligence
3255,r85,in proceedings of sixteenth international joint conference on artificial intelligence
3256,r85,proceedings of ijcai
3257,r85,proceedings of ijcai
3258,r85,in proc 16th international joint conference on artificial intelligence ijcai
3259,r85,in sixteenth international joint conference on artificial intelligence
3260,r85,paper presented at the proceedings of the 16th international joint conference on artificial intelligence ijcai
3261,r85,in lecture notes on artificial intelligence proceedings of the ijcai workshop on agent
3262,r85,in proceedings of sixteenth international joint conference on artificial intelligence
3263,r85,in proceedings of sixteenth international joint conference on artificial intelligence
3264,r85,proceedings of the sixteenth international joint conference on artificial intelligence
3265,r85,in proceedings of the sixteenth international joint conference on artificial intelligence
3266,r85,proceedings of sixteenth international joint conference on artificial intelligence
3267,r85,in proc 16th international joint conference on artificial intelligence ijcai
3268,r85,in sixteenth international joint conference on artificial intelligence
3269,r85,in proc of the 16th intl joint conf on ai
3270,r85,proceedings of sixteenth international joint conference on artificial intelligence
3271,r85,in lecture notes on artificial intelligence proceedings of the ijcai workshop on agent
3272,r85,in proceedings of the sixteenth international joint conference on artificial intelligence
3273,r85,in proceedings of sixteenth international joint conference on artificial intelligence
3274,r85,in lecture notes on artificial intelligence proceedings of the ijcai workshop on agent
3275,r85,in proceedings of sixteenth international joint conferenceonarti cial intelligence
3276,r85,in proceedings of 16th international joint conference on artificial intelligence
3277,r85,in proceedings of the sixteenth international joint conference on artificial intelligence
3278,r85,in proceedings of 16th international joint conference on artificial intelligence
3279,r85,in proceedings of sixteenth international joint conference on artificial intelligence
3280,r85,in proceedings of the sixteenth international joint conference on artificial intelligence
3281,r85,the proceedings of international joint conference on artificial intelligence
3282,r85,the proceedings of international joint conference on artificial intelligence
3283,r85,in proceedings of sixteenth joint international conference on artificial intelligence
3284,r85,in proceedings of sixteenth international joint conference on artificial intelligence
3285,r85,in proc of the 16 int l joint conference on artificial intelligence ijcai
3286,r85,in proceedings of sixteenth international joint conference on artificial intelligence
3287,r85,in proceedings of sixteenth international joint conference on artificial intelligence
3288,r85,in sixteenth international joint conference on artificial intelligence
3289,r85,in proceedings of the 16th international joint conference on artificial intelligence
3290,r85,in proceedings of sixteenth international joint conference on artificial intelligence
3291,r85,proceedings of sixteenth international joint conference on artificial intelligence
3292,r85,in proc 16th international joint conferenceonarti cial intelligence ijcai
3293,r85,in proceedings of sixteenth international joint conference on artificial intelligence
3294,r85,in proc 16th international joint conferenceonarti cial intelligence ijcai
3295,r85,in proceedings of sixteenth international joint conference on artificial intelligence
3296,r85,in proceedings of the 16th international joint conference on artificial intelligence
3297,r85,in proceedings of the international joint conference on artificial intelligence ijcai 99
3298,r85,in proceedings of the sixteenth international joint conference on artificial intelligence
3299,r85,the proceedings of international joint conference on artificial intelligence
3300,r85,in proc 16 th int joint conf on artificial intelligence
3301,r85,in proceedings of the sixteenth international joint conference on artificial intelligence
3302,r85,in proceedings of sixteenth international joint conference on artificial intelligence
3303,r85,in proceedings of sixteenth international joint conference on artificial intelligence
3304,r85,in proceedings of sixteenth international joint conferenceonarti cial intelligence
3305,r85,paper presented at the proceedings of the 16th international joint conference on artificial intelligence ijcai
3306,r85,in proceedings of the sixteenth international joint conferenceonarti cial intelligence
3307,r85,in proceedings of sixteenth international joint conferenceonarti cial intelligence
3308,r85,in agent mediated electronic commerce ijcai workshop
3309,r85,the proceedings of international joint conference on artificial intelligence
3310,r85,in proceedings of the sixteenth international joint conferenceonarti cial intelligence
3311,r85,in proceedings of the 16th international joint conference on artificial intelligence ijcai 99
3312,r85,the proceedings of international joint conference on artificial intelligence
3313,r86,in ieee conf on robotics and automation
3314,r86,in proc ieee conf on robotics and automation
3315,r86,proc of ieee intl conf on robotics and automation
3316,r86,in proceedings of ieee international conference on robotics and automation
3317,r86,in proc int conf on robotics and automation
3318,r86,in proc int conf on robotics and automation
3319,r86,proc icra
3320,r86,in proc ieee conf on robotics and automation
3321,r86,proceedings of the international conference on robotics and automation
3322,r86,in proceedings of the ieee international conference on robotics and automation
3323,r86,in proceedings of ieee international conference on robotics and automation
3324,r86,in proceedings of the ieee international conference on robotics and automation
3325,r86,in proc ieee conference of robotics and automation
3326,r86,proceedings of the ieee international conference on robotics and automation
3327,r86,in proc ieee conf on robotics and automation
3328,r86,in proc ieee conf on robotics and automation
3329,r86,proceedings of the ieee international conference on robotics and automation
3330,r86,in proceedings of the ieee international conference on robotics and automation
3331,r86,in proceedings of the ieee international conference on robotics and automation
3332,r86,in proc of ieee int l conf on robotics and automation
3333,r86,in proc ieee conf on robotics and automation
3334,r86,in proc of ieee int l conf on robotics and automation
3335,r86,proc of ieee intl conf on robotics and automation
3336,r86,in proc ieee conference of robotics and automation
